label, post_text
clean_eating,June 19th  1865: Black America’s Independence Day — with so much unfinished work still to do. A day for reflection and celebration  (Relatedly  if you haven’t already  check out Ava DuVernay’s documentary 13th to learn about how anti-Black oppression has evolved over US history post-slavery  from the establishment of Jim Crow laws to the rise of the current era of mass incarceration.) . . Posted @withrepost • @nickelopsus Happy Juneteenth Y’all!! This beautiful holiday  so poorly represented but so fundamentally important  commentaries the end of slavery in the U.S. and deserves far greater representation and appreciation. In these tumultuous times  where everything seems to be moving backwards  let’s work hard and  celebrate our collective power  honor all the many women and men who worked  sacrificed and died for the advancements and freedoms we have and need today. Let us acknowledge our history  our flaws and  be cognizant of what we can do to better ourselves and make a better world for everyone in our communities. I love you all  respect you all  and wish you a very happy and memorable Juneteenth! #juneteenth #blm #us #america #happyjuneteenth #respect #illustration #blacklivesmatter #slavery #history #illustration #blackpower #penandink #drawing #sanfrancisco #Southern #south #ink #juneteenthatl #blackisbeautifull #melanin . . [image description: illustration of a Black person’s hand raised in a celebratory fist. They are wearing a shackle that is cracking apart to symbolize breaking free from the chains of slavery. There are flowers on both sides. Above the hand is written on a banner  “JUNETEENTH”.]
clean_eating,“We can give ourselves and each other room to make mistakes. We can recognize that making a mistake doesn’t mean you have to crawl into a hole and never show your face among conscious people ever again.”  [image description: Two people sit outdoors. The person on the left is wearing a red and black patterned dress and has a short curly haircut. They are looking to the person sitting beside them. The person on the left has on a red and green button up shirt  green shorts  and short haircut and beard. Source: Flickr.com]
clean_eating,The reasons for using a wheelchair are as varied and complex as the stories of people with disabilities   “The next time you see a person using a wheelchair stand up  or transfer into another seat  or fold their chair and lift it into a vehicle  instead of assuming that the person never needed the chair in the first place  consider that maybe their mobility is fluid and they can’t be sure  even though they’re able to walk now  that they’ll be able to walk for the whole day.“  [image description: A person sits in a wheelchair on the sand at the beach. They have long brown hair and are wearing a white t-shirt. Their arms are spread wide as they make peace signs with both hands. Their back is to the viewer as they take in the magnificence of the blue sky and the teal waves.]
clean_eating,As we roll into another Monday:  “It is the inherent ableism of society  of capitalist productivity  that teaches us that we must be of use  that we are tools to be used to produce and that the entirety of our purpose is hinged on a framework of productivity.”  [image description: A person with brown skin and long black hair stands against a light-colored wall. Their gaze is slightly downcast as they look into the distance as if they’re lost in thought. They are wearing a black tank top and fedora and have their hands on their hips. Source: Flickr.com]
clean_eating,Let’s change that world so we can all thrive  Loving yourself and realizing you deserve better is the first step. Posted @withrepost • @themshealth A 2017 report from @apapsychiatric reported that “LGBTQ individuals are more than twice as likely as heterosexual men and women to have a mental health disorder in their lifetime ” and that  “LGBTQ individuals are 2.5 times more likely to experience depression  anxiety  and substance misuse compared with heterosexual individuals.” For community members this likely comes as no shock. But what the @apapsychiatric report goes on to clarify  and what is immensely helpful  is some of the underlying reason WHY this is the case. Put simply  “Health disparities among LGBTQ people are linked to stigma and discrimination.” Meaning: feeling safe accessing healthcare services  lack of social support  familial rejection  higher rates of poverty and unemployment (among trans people in particular)  and violence are all factors leading to the more fragile state of LGBTQ mental health.  While this study is wildly helpful and affirming in its callout of these causes for mental health distress  it also implies the need for future research to understand the non-binary population for a more nuanced picture of the LGBTQ community as it evolves  particularly with the growing number of youth identifying as non-binary.  And so we (especially straight/cis allies  and people of privilege within the LGBTQ community) should be asking ourselves: how do we create a more inclusive world for people of all genders and sexualities?  Study published as  “Mental Health Disparities: LGBTQ” 2017 . . . . . . . #themshealth #themshealthmag #nonbinary #genderqueer #genderexpansive l#gendernonconforming #theythem #theyshe #theyhe #nonbinaryvisibility #nonbinarypride #nonbinarymentalhealth #nonbinaryhealth  #nikkiwallschlaeger #mentalhealth . . . [image description: on a chartreuse background is a screenshot of a tweet by Nikki Wallschlaeger. It reads  “Getting help for mental health is not enough. We live be in a world where people don’t want to live in it anymore. We need to change the world.”]
clean_eating,Rest in power  Óscar and Valeria.  Posted @withrepost • @lazy.beam This illustration is to honor Óscar Alberto Martínez Ramírez  25 and his daughter  Valeria 2. . . The family from El Salvador were trying escape extreme poverty and seek asylum in the US but they were turned away. They tried to cross the Rio Grande and only the mother   Tania Vanessa Ávalos made it out alive.  The family was surviving with $10 a day in El Salvador (the country still uses US dollar currency). Óscar Alberto Martínez Ramírez wanted to work in the US so he can raised money to build a home for his wife and daughters. My condolences to the family and the mother for their lost.  . . “From the scorching Sonoran Desert to the fast-moving Rio Grande  the 2 000-mile U.S.-Mexico border has long been an at times deadly crossing between ports of entry. A total of 283 migrant deaths were recorded last year  the toll so far this year has not been released (CNN).” . . Currently the internet and news are circulating a photo of Oscar Alberto Martinez Ramirez and Valeria found dead by the Rio Grande. If you look up the story this image will come up. . . If you choice to share the image of their death for shock value or to share your platform on immigration human rights. Please remember this was a family in search of a better life. Please be respectful and show compassion and empathy. Perhaps consider sharing a photo that humanizes them. This family like many others risk their lives sólo para buscar una vida mejor.  #restinpower . . [image description: illustration on a pink background of Óscar Alberto Martínez Ramírez and his 2 year-old daughter Valeria. They are pictured with their eyes closed and heads together in a loving  peaceful expression. Their names are written next to them. Valeria is wearing a purple top and matching purple flowered headband. Óscar is wearing a light blue shirt and a dark blue baseball cap whose brim reads  “we are human.” Father and daughter are surrounded by white flowers.]
clean_eating,Not only is the body NOT an apology — it’s a celebration A revolution  . . Posted @withrepost • @alokvmenon still not over my queer brown bearded lipstick wearing gender non-conforming transfeminine face on these big ass billboards! thanks for snapping this @benlross x . . [image description: photo of a city billboard of non-binary  transfeminine activist of color Alok Vaid Menon as part of an advertisement for Harry’s razors. Alok has brown skin  dark facial and chest hair  red lipstick  dangly earrings  and is wearing a v-neck brown and yellow floral top or dress. Their arms are up with their hands on top of their head as they smile and look to the side. A red and pink background is behind them on the billboard. Next to them is written on the billboard  “CONFUSED? I’ve never been more sure about a beard-and-lipstick combo  actually.”]
clean_eating,Posted @withrepost • @max.inee when you feel stressed or overwhelmed or anxious or upset... . B R E A T H E + R E F L E C T . what are you feeling? . is it yours to carry? . sometimes it is  and in those cases have patience and compassion for yourself. forgive yourself. take it day by day. there is no rush in healing . but so many times we take on all these emotional burdens that aren’t ours. problems that (try as we might) we cannot solve. or shouldn’t solve— it is not our lesson to meddle with. . in those cases... let. it. go. . trust things will work out. . surrender to the universe . . . [image description: photo of a person’s hand holding up a tiny note against a backdrop of bright yellow flowers. The note reads  “Not everything that weighs me down is mine to carry”]
clean_eating,“In today’s age of body and weight obsession  exercise culture is flooded with weight loss messages  many of which directly contradict messages of self love. But exercise can also be a useful tool for engaging in self love  if given the chance.”  [image description: A white woman of size with blonde hair joyfully sploshes through a puddle as she walks  swinging her arms out as she goes. Her back is to the camera. She is wearing a black tank top and rolled-up black pants. Behind her is a red building.]  https://thebodyisnotanapology.com/magazine/exercise-isnt-just-about-weight-loss-10-tips-to-navigate-radical-self-love-and-exercise-culture/
clean_eating,“I had been told by my family  by my friends  and by the world around me that my fatness was entirely my fault  and that the awful diets and exercise routines were the price I had to pay for being a bad person and allowing myself to become fat in the first place.”  [image description: Close-up image of a young person’s upper face  with a focus on their hazel eyes gazing outwards solemnly. Wisps of red hair frame their freckled face.]
clean_eating, How femininity is policed and de/valued by society across various bodies tends to be awful and restrictive. However  femme identities themselves feel divinely infinite. They transcend a simple preference for stereotypically feminine things. For me  a femme identification is a declaration of an intentional crafting of  and relationship with  gender.   [image description: A Black person with a large curly Afro lies down. They are wearing makeup  red lipstick  and a denim shirt while smiling at the camera. Source: Pexels]
clean_eating,“While it’s important for all folks to stop centering the emotions of white people in our activism and in our lives  it’s also important for you  and all white people  to be able to process your emotions.  Because while most of the white activists I interact with know that discomfort is a part of the anti-racism process  they also don’t give themselves space to navigate facing their privileges  negative emotions  and deconstructing white supremacy. Chances are that you don’t either.”  (image description: photo of a white person with brown hair and a black outfit looking downward and holding their face in their hand in an expression of grief or emotional overwhelm. They are positioned against a black shadowed background.)
clean_eating,As we prepare for Juneteenth  we champion the stories of Black folks acting in solidarity to promote joy and thriving in otherwise-hostile spaces   “When your body feels like it’s always on display for white audiences  you have to actively work to affirm and appreciate your beauty and your Blackness for yourself  not for the consumption of others.”  [image description: A photo of a Black couple dancing outside on a path under trees in the late afternoon light. The person on the left has long dark hair and is wearing a red and black plaid camp shirt  midi-length brownish tulle skirt  and black heels. The person on the right has facial hair and their hair up in a braided bun. They are also wearing a red and black plaid camp shirt as well as dark jeans and tan work boots. Both people are looking at each other and smiling as the person on the right gently dips their partner. Source: Pixabay]
clean_eating,“Simply put  when when men learn to take on some of the burden that emotional labor can create  good relationships can thrive and bad relationships can end.“  [image description: An individual with brown skin  dreadlocks pulled back into a ponytail  and a dark shirt stands outdoors and looks at the camera with a subtle smile on their face. Source: Flickr.com/David Salafia]
clean_eating,“I recognize the unfairness that’s happening  so my job is to help further call it out.  I’m read as a man now  after all. And the irony there is that other men are more apt to listen to me about these issues.  So here’s a (very) short list of the everyday ways people have changed their behavior toward me – for no logical reason whatsoever.”  [image description: Photograph of a white man with short brown hair sitting in front of a laptop and looking down as he works. His hand is on his chin and his thumb is in his mouth as he thinks. He is wearing glasses and a dark blue shirt over a white t-shirt. Behind him is a colorful geometric mural.]
clean_eating,Be gentle with yourselves today and every day.  Posted @withrepost • @bymariandrew . . . #mothersday #estrangement #loss #grief #infertility #childfree #radicalselflove #thebodyisnotanapology . . . [image description: illustration of various bouquets of flowers. Above them is written  “Thinking of You”. The following phrases are written with one under each flower bouquet: “Mothers who have lost children” | “Those who have lost mothers” | “Those with strained mother relationships” | “Mothers with strained child relationships” | “Those who have chosen not to be mothers” | “Those yearning to be mothers”]
clean_eating,“I don’t believe everyone who is born and raised in the South should stay here to spite the rest of the nation. But I do believe that the choice to stay or leave is a personal choice that shouldn’t be swayed by misconceptions or Northern white liberalism. If we love our homes  we shouldn’t be isolated in those feelings. We should be empowered in that decision and provided with what we need to safely thrive.”  [image description: photo of a Black person with short  closely-cropped dark hair and gold dangling statement earrings standing in front of a charcoal wall. The person stares ahead with a serious  pondering look on their face.]
clean_eating,“How femininity is policed and de/valued by society across various bodies tends to be awful and restrictive. However  femme identities themselves feel divinely infinite. They transcend a simple preference for stereotypically feminine things. For me  a femme identification is a declaration of an intentional crafting of  and relationship with  gender.”  [image description: A Black person with a large curly Afro lies down. They are wearing makeup  red lipstick  and a denim shirt while smiling at the camera. Source: Pexels]
clean_eating,For many groups of people  especially Black people  trans women  and undocumented people  the police (with their track record of brutality and corruption) tend to be sources of fear and anxiety rather than a force for safety and protection. It’s important to think very carefully about what impact calling the police could have on someone. Thinking twice could save a life.  “One question to ask is  ‘How can I make this person or situation safer?’ With a mental health emergency  the immediate goal is not for the person to be 100% okay  but for them to get to a place where they can utilize other resources.”  [image description: person with dark hair. They are looking out of a window lost in thought. Their hand is on their cheek. City buildings are visible outside their window.]
clean_eating,It’s the radical self-love domino effect. You never know who you might be impacting — whose life you might be changing  all by being unapologetically you.  . . Posted @withrepost • @sparklejams Liberation is a chain reaction. This is something I tell myself when I am having a bad body day: you are modeling freedom to others. • I tell this story over and over again - I came to fat liberation through a Flickr stream of fat fashion babes 10 years ago. The fat liberation story almost always goes like this—the visibility of fat & free women  witnessed by the fat and still fatphobic. It gives your brain this understanding of -oh- what if I didn’t focus my life on changing my body into something it has never been? What if I just...lived my life? Could I be happy like these women so clearly are? Could I stop weight cycling? Could I disengage from the agreement that there’s something inherently wrong or bad or immoral about my body?  They taught me how fat could be cool—how historically  the marginalized groups  the outsiders  the early adopters  those outside the normative  ahead of the mainstream: they are always the driving force of cool  of art  of punk  of fashion  of innovation. Seeing women who were both fatter and cooler than me  modeling freedom  fundamentally changed my brain.  So when there are days where you feel like you can’t do it for yourself - do it for those around you. . . #thebodyisnotanapology #tbinaa #radicalselflove #10toolsintensive . . [image description: on an ombré pastel background is written in bright pink  “Your liberation gives those watching  permission to be free.”]
clean_eating,Posted @withrepost • @tomvslopez ITS PRIDE MONTH!! I understand the importance of helping two spirit people reclaim their power. Two spirit people have always played important roles in our tribes. We each had our own names for what we called these people but they were always treated with respect. We want the world to know we exist  we will no longer live in dark closets and corners. We step forward and accept the love we deserve. Happy pride month family  be yourself  love yourself and take care of your temple (your body.) Pride Month isn’t just about partying  it’s about celebrating the duality and freedom each and every one of us possesses and the journey we took to get here. #TwoSpiritPride . . . [image description: against a beige background is written  “HAPPY TWO-SPIRIT PRIDE MONTH”  with the words “PRIDE MONTH” written in a variety of colors. Below the words is a collage of five two-spirit people  including a person with long dark braids and a grey knit hat  a couple kissing  a person wearing a sash and headdress emblazoned with “Miss Montana Two-Spirit” over their colorful patterned clothing  and someone in a black shirt with a feather in their hair.]
clean_eating,“Allyship is often performative – loud and shiny and shows how ‘smart’ we are about racism.  Solidarity work is often quieter  deeper  and behind the scenes.“  [image description: A light-skinned individual is outdoors at a racial justice protest in New York holding a sign that reads “STOP KILLING OUR FRIENDS.” Source: Flickr.com/Marcela]
clean_eating,Happy Pride Month  community!  As part of our LGBTQIA+ content this month  we wanted to start on a note that speaks to the less confident  and even the fearful  among us. We support you and we send you this love note   “Today  try to tell yourself this: your name is not a dirty word. Love belongs to you  too. Family and futures are possible.”  [image description: Author Caroline Catlin is pictured in a black and white photo laughing as she stands outdoors with the sun and trees behind her. Source: Caroline Catlin]
clean_eating,And for those without dads  who are missing your dads  or who have complicated and/or painful relationships to their dads  happy Sunday and treat yourselves well  Posted @withrepost • @culturestrike Happy Fathers Day  Much love to all the fathers who hold it down for the next generation. All families look different and it’s what’s in our hearts and how we show up for our loved ones that builds character and intergenerational legacy. Together we can heal and break unhealthy cycles to practice radical love and vulnerability. Today we honor parents who lead through their example of a better way & world.  Art by Brian Herrera @attitudeseven #FathersDay . . . [image description: illustration of a dad with his young child. He is holding the child’s hand and smiling while the child looks up at him in wonder. Above them both is written  “IT’S OK TO BE VULNERABLE | your kids need that.”]
clean_eating,Friends  check out the growing movement to #CloseTheCamps of the Trump regime via mass mobilization. These vigils hosted by @lights4liberty are scheduled for July 12th. Check it out and create an event in your area if you don’t see one yet. Together we will rise up and declare  NOT in our names. No 21st-century concentration camps. No multi-city ICE raids. No terrorized families. No sick and dying children. No more. . . . #lights4liberty #immigrantsmakeamericagreat #immigrantswelcome #refugeeswelcome #seekingasylumisahumanright #thebodyisnotanapology . . . [image description: photo of a crowd of people protesting with signs outside on a city street. In the foreground  a person with short dark hair  glasses  and facial hair holds up a handmade sign reading  “YOU CAN’T DEPORT A MOVEMENT”.]
clean_eating, Posted @withrepost • @crazyheadcomics some tips and tricks for alleviating anxiety i use these a lot  especially the “focus on your breathing” i used to roll my eyes at my therapist when she’d tell me “you’ve gotta take a deep breath  and then ten more.” but it is SO important to breathe. you cannot calm down if you’re hyperventilating  you can’t relax if you’re tensing up. your mind and body are intertwined  so you must tend to them both. do you have any tips for dealing with anxiety ? share in the comments and let’s help each other out • • • #mentalhealth #mentalillness #mentalhealthawareness #psynligt #nostigma #mentalhealthwarrior #recovery #schizophrenia #eatingdisorders #bulimia #anorexia #ptsd #borderline #bpd #ocd #bipolar #bipolardisorder #anxiety #depression #pain #chronicillness #adhd #art #digitalart #artistsoninstagram #comic #crazyheadcomics . . . [image description: Illustration titled “alleviate your anxiety”. The art features multiple bubbles in shades of blue and purple alongside purple flowers and green plants. In each bubble is a different tip to help cope with anxiety  such as “relax your body ” “accept that you’re feeling anxious ” “stay connected with others ” and “remember that your mind plays tricks on you.”]
clean_eating,Who else can relate?  “It’s part of the ongoing denial of same-sex relationships that I’m forced to contend with.”  [image description: a couple lie in bed on white sheets  gazing into each other’s eyes with subtle smiles. The person on the left has light skin and long dark curly hair. The person on the right has long straight black hair and has their arm across the other person’s back.]
clean_eating, Posted @withrepost • @tlynnfaz (longish post. mostly for black folks.) let black men be soft.  particularly straight cis black men  question why the word  soft  is a pejorative to them. to allow themselves to put down the hard perception of masculinity that they feel they have to uphold. to allow themselves to be soft  to be light  to be tender  to be gentle  to feel. so that they can be full expressions of their human selves. it s to expand the definitions of what masculinity and manhood are  so that all of us black women  femmes  trans and cis  gay men  and those rejecting or flowing fluidly throughout gender  do not have to deal with the harmful affects of what this white supremacist society has taught or forced yall to be. . . in my conversation with Trevor  who is drawn here  he mentioned being perceived as aggressive  and being denied his softer side. this piece is also directed to white people and non-black people who perceive black men as aggressive or as a threat because of their blackness. let them be soft. . . an older black man talked to me on the street about the piece soon after i finished putting it up. he wasn t happy. called it terrible for black men. his homophobia jumped out real quick. he took issue with the word soft. he took issue with there being flowers positioned next to the man s face. i admit that i started to doubt my work. i m not above questioning and changing my work  especially work that is placed outdoors  because i feel a sensitivity to the surrounding community. but this piece is part of a larger project on anti-blackness and sexual harassment. and any person who denies the humanity of black people in anyway  is perpetrating anti-blackness. including this older man. if cis-hetero black men interrogated the ways their manhood can be harmful  and the reasons they hold onto those harmful ideas of masculinity (is it out of necessity? survival? says who?)  maybe it would lead to them being gentler with themselves and thereby the women and queer people that are right next to them. . . [image description: black and white mural with the words “LET BLACK MEN BE SOFT” next to a portrait of a Black man with flowers.]
clean_eating,You are so not alone.  “The reality is that the stigma around mental health keeps us so silent that we’d rather ask Google what to do than ask our friends or family.”  [image description: The black-and-white photograph shows the eyes  nose  and cheeks of a person who is looking to the side and down. The right side of the person’s face is in shadow  the left side of the face is criss-crossed by the shadows from a Venetian blind.]
clean_eating,Racism  classism  colonialism  and ableism are all important factors to consider when thinking deeply about why various communities are or are not vegan or vegetarian.  “If the mainstream vegan/vegetarian movement had its way  I would view my people’s [Native Hawaiian] traditions as inherently oppressive and inferior simply because we eat meat  and that is not okay.”  [image description: photograph of an animal rights protest on a city street. A crowd of people can be seen holding a bullhorn and signs such as “BE THE VOICE FOR THE VOICELESS ” a drawing of a half-dog  half-cow with the words “NO DIFFERENCE ” and “NOT OURS TO: EAT  WEAR  EXPERIMENT ON OR EXPLOIT | watch [documentary] EARTHLINGS | #govegan.” Source: Pixabay]
clean_eating,“[I]t is critical to assert that there is hope  that these groups deserve basic human rights  and to reassure them that you will do everything in your power to create a safe space for them.”  [image description: photo of two people standing outside. The person on the left is looking toward the upper left. They are holding a child who is wearing a dark hat and a dark blue shirt. Source: Peter M.]
clean_eating,Spreading the radical education to combat #bodyterrorism in the Netherlands  Our commitment is global! . . Posted @withrepost • @sonyareneetaylor slide from my closing keynote presentation at University of Groningen Conference on diversity and inclusion . . #thebodyisnotanapology #tbinaa #sonyareneetaylor #diversityandinclusion #radicalselflove . . [image description: Photo of a presentation slide on a large projector. Written on a multi-colored background is the following: “Diversity and inclusion without Equity and Love is an invitation to a colonial  white  cis  able-bodied  fatphobic  transphobic  heteronormative  patriarchal party. We’ve been at this party for centuries. It’s not fun. More importantly  it’s deadly.”]
clean_eating,The realities of partner abuse are far more complex than any TV movie would lead us to believe  because people are complex. What you may see on the outside of a relationship is not always the whole story. Let’s constantly commit to holding the truth of survivors up with compassion.  “You wouldn’t believe me because some of the abusive things he did are common behaviors society encourages in men. Because you’d perceive him as impressively confident  strong  dominant – just like a man should be.”  [image description: A person with brown skin and black hair pulled up in a bun stands outdoors wearing a black jacket and white glasses. They are looking outside the frame of the camera and have a serious expression on their face. Source: Flickr.com/ChrisGoldberg]
clean_eating,“Yes  I wholly understand the frustration and irritation of body shaming comments like ‘Go eat a burger ’ and I absolutely believe that campaigns like ‘Real women have curves’ are problematic. These things are body terrorism  too. However  it is a fact that skinny people are not dealing with prejudice at the same level.”  [image description: The photograph shows two people with light skin  one person thin and the other a person of size  wearing black swimsuits and wading in the ocean together. The person on the left is looking at the person on the right  who has their back to the camera.]
clean_eating,Happy International No Diet Day! Posted @withrepost • @sonyareneetaylor dieting is an act of colonization. it is White Supremacy in action.  Studies show when Western white media arrives in a nation body dissatisfaction and dieting arrive as well.  Want to take ONE POWERFUL ANTI- RACIST ACTION TODAY  give up dieting.  it is giving up an investment in a white supremacist ideal about bodies.  #Radicalselflovelessons #Thebodyisnotanapology intersectionality #bopo #RadicalSelfLove . . . [image description: photo of a vanilla cupcake with white frosting in front of a blurred green plate with other cupcakes. Over the blurred cupcakes is written  “International No Diet Day | May 6”.]
clean_eating,“Resistance comes in many forms. As sick and disabled folks we know what it feels like to have our bodies be thought of as disposable (though our white privilege may insulate us from some of the consequences). We can talk with each other and strategize about how we can be most useful while respecting our bodies’ boundaries at any given moment.”  [image description: A person with light skin and blonde hair sits cross-legged in bed as they work on a laptop. They sit on white bedding while wearing a white cardigan over a dark shirt  white or light-wash denim jeans  and a long dangly necklace. Source: Pexels]
clean_eating,“It is not their responsibility to share with me their experiences. It is  however  my responsibility to defend with every ounce of privilege I have their access to safe  legal  and affordable abortions and birth control.“  [Photograph of a man with light skin  short brown hair  and glasses standing in the midst of a rally alongside other protesters  his mouth open as if in mid-cheer. He is wearing a black t-shirt and has one arm raised up with his pointer finger in the air. His arm is decorated with tattoos. A city building is visible behind him. Source: Pexels]
clean_eating,50 years after the Stonewall Riots  what better way to honor our Black and brown LGBTQ+ ancestors who paved the way than by continuing to fight for a world in which they would have been safe? None of us are free unless all of us are free. Let’s carve out a just world for all our siblings. “Listen to the Black and other POC queer folks in your town and support them in their critiques and actions against the events in your town. If they say to boycott specific events or vendors  participate in the boycott.”  [image description: A crowd of people holding rainbow flags. They are in front of a beige building. Source: Pexels.com]
clean_eating,Looking for a model of conflict resolution and accountability that doesn’t simply rely on “cancelling” people or isolating them as pariahs? In those cases  this article offers some concrete alternatives and practices of balancing accountability with compassion.  “When communities are able to agree that harm has happened and each person involved is valuable  there is a power to find a resolution for those directly impacted  and for the community.”  [image description: photo of a person with light skin and light brownish hair on the left and another person with brown skin and dark hair in a ponytail on the right. The two people are sitting in a coffee shop and are engaged in a conversation with each other. The person on the left holds a white mug while listening to the person on the right  who has their hand up expressively and their mouth open as if they are in the middle of explaining something.]
clean_eating,It is our duty to speak up loudly against #bodyterrorism in all its forms as we watch atrocities and human rights abuses unfolding before us. Check out @raicestexas to learn more about how you can help. Posted @withrepost • @brownissues Today in NYC  look for these installations that are bringing attention to and representing the living conditions of our children who are being imprisoned. #NoKidsInCages . . HELP 3 000+ children who’ve been separated from their parents. . . Installations @nokidsincages . . . . . #BrownIssues #NoKidsInCages #WakeTheGiant #FamiliesBelongTogether #KeepFamiliesTogether #ImmigrantPrisons #Deportation #FamilySeparation #ReuniteOurFamilies #ReuniteOURchildren #FreeOurKids . . . [image description: art installation on a New York City sidewalk of a small figure of a child lying clenched in the fetal position inside a metal cage. The child is wrapped in a thin aluminum space blanket. On the cage is a placard that reads “#NoKidsInCages”.]
clean_eating,“To demand a space for all of what I encompass as a queer  non-binary Mexican  I am disrupting a culture that was born out of colonialism and which demands machismo and heterosexuality at its core.“  [image description: A light-skinned person with long dark brown hair swept to the right smiles slightly at the camera. They are wearing bright pink lipstick  a necklace  and a sleeveless top as they pose outdoors against a wooden gate. A tree and a street with a car on it are blurred in the background. Source: Flickr.com/theUdødelig]
clean_eating, Art by @ashlukadraws  Posted @withrepost • @themshealth Your sexuality  your rules! We wanted to revisit some words from @thebodyisnotanapology around three keys to having good sex with non-binary people (even if it’s with yourself!): 1. Unlearn the binary scripts of sex: Your “gender identity is not necessarily directly correlated with what [you] like in bed  and [your] sexual experiences do not need to be informed by the gender binary.” 2. Recognize dysphoria: “The sounds you make  the expectations of what your body should do or should experience  the way you move – all this has been gendered  and whether you are nonbinary or being intimate with someone who is  it’s a process of consciously detaching those reductive gender ideas from what’s actually happening.  3. Focus on the realities of you and your bodies: “Remember that there’s no should here  nothing should necessarily feel good  just focus on what is...this is your body  and you are in control of what you do with it and what you want others to do with you. You define what feels pleasurable to you.  Read the entire post on @thebodyisnotanapology’s website and consider buying their book! . . . . . . . #themshealth #themshealthmag #nonbinary #genderqueer #genderexpansive #bodyneutral #bodypositive #beyondthebinary #gendernonconforming #theythem #nonbinaryvisibility #nonbinarypride #nonbinarywellness #nonbinaryfitness #nonbinarynutrition #nonbinarymentalhealth #nonbinarysexuality #nonbinaryidentity #nonbinaryhealth #nonbinarybodilyhealth #nonbinaryreproductivehealth #thebodyisnotanapology #sexpositive . . . [image description: illustration of a person with brown skin  natural curly black hair  and freckles. Written in their hair alongside some flowers is “Your Sexuality Your Rules.” On their bicep is a tattoo reading  “I like what I like”.]
clean_eating,“Every time I feel anger rising in my chest  I relive the white-hot nightmare my father inflicted on me  and it’s that heat that scorches anyone near me. Every day  as a parent  as a friend  as a lover  I struggle to avoid becoming the raging beast of my father or the cold spectre of my mother. Every day  I try to live in open-hearted empathy. Some days  I fail. Others  I succeed.”  [image description: Black and white photograph of a young child wearing a plaid hat and looking upward and to the side against a black background. The child has a serious expression.]
clean_eating,You are enough.  Posted @withrepost • @evyan.whitney I am queer enough  even if I don’t go to any Pride events this year.  I am queer enough  even if I’m not currently in a queer relationship.  I am queer enough  even though I came out later in life.  I am queer enough  even if I’m still trying to figure out my queer identity.  I am queer enough  even if my imposter syndrome says otherwise.  I am queer enough  even if I’m married to a man. And I am black enough even if the man I’m with is not. ➖ thank you @rinnyriot for making a shirt I feel proud to wear.  . . . [image description: photo of a person with brown skin and dark curly hair standing outside in front of sunlit green foliage. They are wearing a yellow t-shirt that reads “Queer and Black.” They look into the camera with a subtle smile  their hands tucked into their jeans pockets.]
clean_eating,We hope your May Day has been filled with radical love  compassion  and education on the rights of workers and the struggles of poor and working-class people for justice!  Posted @withrepost • @david.arenas.martinezMay Day print for @dignidadrebeldeart and @oaklandsinfronteras  . . . [image description: illustrated ink poster on a white background of a mother carrying her child. Above them is written  “Everyone Deserves A Living Wage”. Below them reads  “Todos Merecen Un Salario Digno”.]
clean_eating,“To truly change the system  we must draw upon core resources: our voices  our relationships  and our resolve.”  [image description: This black and white photograph shows a group of adults protesting. One of them is holding a sign that says  “A better world is possible.” Behind the people are a number of skyscrapers.]
clean_eating,As we mourn the murder of #ChynalLindsey in Dallas  TX  we mourn the larger crisis of (statistically straight cis male) violence targeting Black and brown trans women. We recommit to educating our communities on the far-reaching impacts of #bodyterrorism. And as always  we honor our Black trans ancestors and our Black trans family  friends  community members  and selves  all of whom deserve all the love  joy  and safety of the multiverse. We shout from the rooftops  today and every day: the body is not an apology.  Posted @withrepost • @vientoxsol #blacktranslivesmatter #chynallindsey . . . #transliberationnow #stonewallwasariot #blacklivesmatter #misogynoir #thebodyisnotanapology #tbinaa . . . [image description: flashing gif of the declaration “BLACK TRANS LIVES MATTER” in white font outlined in pink against a greyish purplish background of the same sentence written continuously in light pink.]
clean_eating,“[T]o have the underlying condition that causes these problems waved off as being ‘all in [our] heads’ is to do the sufferers an injustice.”  [image description: A person with light skin and shoulder-length blonde and brown layered hair is sitting in a white tub with white tiling on the wall behind them. They are laying with their head back against the wall  eyes closed  with one hand resting on the crown of their head. Source: Flickr | Renaud Photo]
clean_eating,“The hardest thing I ever did was forgive people who weren’t sorry. But I found that sacred place within myself to release that anger and move forward – with my ancestors behind me  my spirit within me  and the love I have been blessed with all around me.”  [image description: A grey-scale photo of an Indigenous person with dark hair in two braids. They are wearing beaded necklaces and long sleeves. Their hands are on their hips. Other people are blurred in the background. Source: zachary o]
clean_eating,“Marginalized people are constantly left out of eating disorder conversations ... I never saw anyone like me — a Xicana from a migrant working-class family –– talk about eating disorders.”  [image description: Photo of Gloria Lucas  founder of Nalgona Positivity Pride. She is a Xicana with light skin and dark brown hair that is pulled up into a bun with bangs. She wears black jeans and a mint green shirt that features an illustration of Miss Piggy. On the illustration reads “Beat Eating Disorders.” Standing in front of large hedges with one hand on her hip and the other at her side  she stares directly at the camera with a slight grin and her head titled up. Source: PainBrushHeart]
clean_eating,Among the many societal myths of people with disabilities is that they  as a community  aren’t sexual and/or don’t experience sexual desire. This couldn’t be farther from the truth. Disabled sex - much as with all good sex - requires communication  an openness to experimentation to “get it right” for the people involved  and even some humor!   “Sex with a disability is like anything else we do with one. We have to figure out how to adapt to make it work for us.”
