category,by,post_id,post_link,post_message
body_positive,the_body_is_not_an_apology,201907573156278_2735123666501310,https://www.facebook.com/201907573156278/posts/2735123666501310/,“Every time I feel anger rising in my chest  I relive the white-hot nightmare my father inflicted on me  and it’s that heat that scorches anyone near me. Every day  as a parent  as a friend  as a lover  I struggle to avoid becoming the raging beast of my father or the cold spectre of my mother. Every day  I try to live in open-hearted empathy. Some days  I fail. Others  I succeed.”  [image description: Black and white photograph of a young child wearing a plaid hat and looking upward and to the side against a black background. The child has a serious expression.]
body_positive,the_body_is_not_an_apology,201907573156278_2722440641102946,https://www.facebook.com/201907573156278/posts/2722440641102946/?substory_index=0,You are enough. 💛 Posted @withrepost • @evyan.whitney I am queer enough  even if I don’t go to any Pride events this year.  I am queer enough  even if I’m not currently in a queer relationship.  I am queer enough  even though I came out later in life.  I am queer enough  even if I’m still trying to figure out my queer identity.  I am queer enough  even if my imposter syndrome says otherwise.  I am queer enough  even if I’m married to a man. And I am black enough even if the man I’m with is not. ➖ thank you @rinnyriot for making a shirt I feel proud to wear. 💛💛💛 . . . [image description: photo of a person with brown skin and dark curly hair standing outside in front of sunlit green foliage. They are wearing a yellow t-shirt that reads “Queer and Black.” They look into the camera with a subtle smile  their hands tucked into their jeans pockets.]
body_positive,the_body_is_not_an_apology,201907573156278_2636450556368622,https://www.facebook.com/201907573156278/posts/2636450556368622/?substory_index=0,We hope your May Day has been filled with radical love  compassion  and education on the rights of workers and the struggles of poor and working-class people for justice! 🌻 Posted @withrepost • @david.arenas.martinez 🌻May Day print for @dignidadrebeldeart and @oaklandsinfronteras 🌻 . . . [image description: illustrated ink poster on a white background of a mother carrying her child. Above them is written  “Everyone Deserves A Living Wage”. Below them reads  “Todos Merecen Un Salario Digno”.]
body_positive,the_body_is_not_an_apology,201907573156278_2688268337853510,https://www.facebook.com/201907573156278/posts/2688268337853510/,“To truly change the system  we must draw upon core resources: our voices  our relationships  and our resolve.”  [image description: This black and white photograph shows a group of adults protesting. One of them is holding a sign that says  “A better world is possible.” Behind the people are a number of skyscrapers.]
body_positive,the_body_is_not_an_apology,201907573156278_2695732873773723,https://www.facebook.com/201907573156278/posts/2695732873773723/,As we mourn the murder of #ChynalLindsey in Dallas  TX  we mourn the larger crisis of (statistically straight cis male) violence targeting Black and brown trans women. We recommit to educating our communities on the far-reaching impacts of #bodyterrorism. And as always  we honor our Black trans ancestors and our Black trans family  friends  community members  and selves  all of whom deserve all the love  joy  and safety of the multiverse. We shout from the rooftops  today and every day: the body is not an apology. 🙏🏿✨🙏🏾✨🙏🏽 Posted @withrepost • @vientoxsol #blacktranslivesmatter #chynallindsey . . . #transliberationnow #stonewallwasariot #blacklivesmatter #misogynoir #thebodyisnotanapology #tbinaa . . . [image description: flashing gif of the declaration “BLACK TRANS LIVES MATTER” in white font outlined in pink against a greyish purplish background of the same sentence written continuously in light pink.]
body_positive,the_body_is_not_an_apology,201907573156278_2699669126713431,https://www.facebook.com/201907573156278/posts/2699669126713431/,“[T]o have the underlying condition that causes these problems waved off as being ‘all in [our] heads’ is to do the sufferers an injustice.”  [image description: A person with light skin and shoulder-length blonde and brown layered hair is sitting in a white tub with white tiling on the wall behind them. They are laying with their head back against the wall  eyes closed  with one hand resting on the crown of their head. Source: Flickr | Renaud Photo]
body_positive,the_body_is_not_an_apology,201907573156278_2640705752609769,https://www.facebook.com/201907573156278/posts/2640705752609769/,“The hardest thing I ever did was forgive people who weren’t sorry. But I found that sacred place within myself to release that anger and move forward – with my ancestors behind me  my spirit within me  and the love I have been blessed with all around me.”  [image description: A grey-scale photo of an Indigenous person with dark hair in two braids. They are wearing beaded necklaces and long sleeves. Their hands are on their hips. Other people are blurred in the background. Source: zachary o]
body_positive,the_body_is_not_an_apology,201907573156278_2665334836813527,https://www.facebook.com/201907573156278/posts/2665334836813527/,“Marginalized people are constantly left out of eating disorder conversations ... I never saw anyone like me — a Xicana from a migrant working-class family –– talk about eating disorders.”  [image description: Photo of Gloria Lucas  founder of Nalgona Positivity Pride. She is a Xicana with light skin and dark brown hair that is pulled up into a bun with bangs. She wears black jeans and a mint green shirt that features an illustration of Miss Piggy. On the illustration reads “Beat Eating Disorders.” Standing in front of large hedges with one hand on her hip and the other at her side  she stares directly at the camera with a slight grin and her head titled up. Source: PainBrushHeart]
body_positive,the_body_is_not_an_apology,201907573156278_2663657843647893,https://www.facebook.com/201907573156278/posts/2663657843647893/,Among the many societal myths of people with disabilities is that they  as a community  aren’t sexual and/or don’t experience sexual desire. This couldn’t be farther from the truth. Disabled sex - much as with all good sex - requires communication  an openness to experimentation to “get it right” for the people involved  and even some humor!   “Sex with a disability is like anything else we do with one. We have to figure out how to adapt to make it work for us.”
body_positive,the_body_is_not_an_apology,201907573156278_2745639132116430,https://www.facebook.com/201907573156278/posts/2745639132116430/?substory_index=0,Fight for each other. ♥️🌈🙌 Posted @withrepost • @pyrite_design I love that we celebrate Pride with so much color and joy and community  but it’s good to be reminded that we’re here today because a small group of badass trans women of color (most of whom were sex workers) stood up for themselves and their community against police brutality. If your version of Pride doesn’t think that #blacklivesmatter or #translivesmatter or if it excludes anyone for their gender expression or career choice then you’re doing it wrong. So much love you beautiful rainbow babies! 💕 🌈  #stonewall50 . . . [image description: on a black background is written in multiple colors  “Stonewall was a riot”.]
body_positive,the_body_is_not_an_apology,201907573156278_2647094001970944,https://www.facebook.com/201907573156278/posts/2647094001970944/,“I discovered how much shame around sex I had internalized  and how much that shame had stunted the growth of my own sexual identity and sexual expression. I realized that I had allowed myself to become  as James Baldwin so brilliantly put it  a ‘co-conspirator’ in my own oppression.”  [image description: A person with brown skin and long dark hair standing on the beach. They are looking over their shoulder. They are wearing a pink dress slid down low off their shoulders and back. The dress is blowing in the wind. Source: pexels.]
body_positive,the_body_is_not_an_apology,201907573156278_2694038570609820,https://www.facebook.com/201907573156278/posts/2694038570609820/?substory_index=0,💙💙💙 Posted @withrepost • @with_this_body (3 of 3) Happy Pride Month! Including *some* Fat-Positive  Pro-Recovery Instagram pages of Queer-Identified folks. Follow  learn from  hire  pay them. Will tag them in comments below of Slide #1 so you can follow them from there. Someone missing you think should be included in the list? Please include their name in comments.  Also including a few books to check out and a couple favorite quotes that speak to the importance of ALL bodies having access to pride in who they are  access to resources and rights  access to their full selves  access to affirming healthcare  and access to love who they love.  #RecoveryMedia #EDRecovery #EatingDisorderRecovery #FatPositive #ProudHAESProvider #Pride2019 . . . [image description: quote on a light blue background of words by TBINAA founder Sonya Renee Taylor: “What if we all become committed to the idea that no one should have to apologize for being a human in a body. What if we made room for every body.” Behind the light blue background is a black and white photo of a crowd of people.]
body_positive,the_body_is_not_an_apology,201907573156278_2675973525749658,https://www.facebook.com/201907573156278/posts/2675973525749658/,“STI shaming is a particular strain of body shaming that keeps going unchecked because most of us who are in a position to oppose it feel silenced by the shaming itself.”  [image description: Headline image: Photograph of two people talking outside against the setting sun  which is filtering through the trees in the background and illuminating the scene. The person on the left has shoulder-length dark curly hair and is wearing a white blouse with rolled-up sleeves and a long necklace. The person on the right has short reddish hair and a beard and is wearing a starched white button-up shirt  also with rolled-up sleeves  with a red tie. The person on the right is gesturing as they talk. Source: Rawpixel.com]
body_positive,the_body_is_not_an_apology,201907573156278_2649071188439892,https://www.facebook.com/201907573156278/posts/2649071188439892/,“I’m waiting for the day when I won’t have to exploit one part of myself for explanation of another – when I can be exactly the kind of man that I am without need for an excuse.”  [image description: A person with short dark hair is smiling and wearing a dark red and white striped shirt. Source: pexels.com]
body_positive,the_body_is_not_an_apology,201907573156278_2708919742455036,https://www.facebook.com/201907573156278/posts/2708919742455036/,A timely Christian perspective on the line between freedom of belief and committing discriminatory actions.  “If you don’t want gay friends  if you’re afraid of black men  if you think women should be paid less  that’s your right—the belief. You’re entitled to your racism  sexism  and homophobia. Refusing to serve or include others because of such biases  however  is participating in discrimination  not expressing your faith.”  [image description: A person stands in the pew of a dimly-lit church with an open bible in their hands. They are pictured from the shoulders down and are wearing a white patterned short-sleeved shirt. Other blurred church-goers sit in the background. Source: Pexels]
body_positive,the_body_is_not_an_apology,201907573156278_2697921703554840,https://www.facebook.com/201907573156278/posts/2697921703554840/,Powerful words from our founder during a time of extremist threats to reproductive freedom.  💜💜💜  “I made the wisest choice I knew to make  period. I must say that aloud. When I do I loosen a shackle of shame  for myself and for some other woman who made a similar choice.”  [image description: close-up portrait of a Black woman gazing into the distance and a bit upward in wonder  her lips parted and her hands on her chin. She appears to be bathed in dark blue moonlight. The left side of her face and shoulders is illuminated by glowing stars or glitter. Source: Pexels]
body_positive,the_body_is_not_an_apology,201907573156278_2703348943012116,https://www.facebook.com/201907573156278/posts/2703348943012116/?substory_index=0,💕💅👗💕 Posted @withrepost • @sasa_elebea Happy Monday 💕 No vivas una vida guiada por números. focus on happiness instead of time  money  weight  size  hight  age... #mondaymotivation #quotes #bodypositive #selflove #motivationalquotes #womenempowerment #loveandlight #sasaelebea . . . [image description: illustration of a woman with shoulder-length blonde hair and a red manicure wearing a muted teal swimsuit and matching bracelet against a pink background. She is visible from her nose down to her curvy hips. On the front of her swimsuit is written  “DON’T LIVE RULED BY NUMBERS.”]
body_positive,the_body_is_not_an_apology,201907573156278_2726798014000542,https://www.facebook.com/201907573156278/posts/2726798014000542/,Here’s a side of radical self-love as those of you in the Northern Hemisphere celebrate the longest day of the year ☀️✨  “i live in a country/world where those in power want me to submit or disappear.  nope.  in fact  i will be more of myself.”  [image description: Close-up shot of the chest  torso  belly  and hips of a person as they take a mirror selfie of themself wearing a red bikini.]
body_positive,the_body_is_not_an_apology,201907573156278_2701439979869679,https://www.facebook.com/201907573156278/posts/2701439979869679/,“Despite all of the fantastic innovations that BDSM culture offers to any participant – values of honesty and openness  a lack of judgment about anyone’s desires  a history of building conversation and practice on negotiation  consent  and respect – there are those within BDSM communities who will take all of these magnificent values and practices and warp them for their own destructive ends.”  [image description: Black and white photograph of a person’s hands handcuffed together a couple of inches above their feet. The person appears to be naked and kneeling on carpet. Source: Pixabay]
body_positive,the_body_is_not_an_apology,201907573156278_2695696427110701,https://www.facebook.com/201907573156278/posts/2695696427110701/,💜💚💜💚💜 💗💙💗💙💗  “No longer the only person with the strange pronouns  I could hitch onto my classmate’s courage and announce my pronouns as well  strengthening our claims by one. It felt so good to have an ally  not to mention someone who would lead the charge when it came to openly announcing their pronouns.”  [image description: The photograph shows a person sitting at a school desk with their head hidden behind a pile of books. They are wearing a green t-shirt and bracelets or watch. Source: Pexels]
body_positive,the_body_is_not_an_apology,201907573156278_2658087270871617,https://www.facebook.com/201907573156278/posts/2658087270871617/,“White supremacy asserts again and again that Black folk aren’t deserving of rest. We have to claim it for ourselves.“  [image description: A Black couple smile and laugh underneath a bedsheet. The person on the left has long  curly dark hair. The person on the right has short dark hair  facial hair  and is wearing a red shirt. They have their arm around the person on the left in a tender embrace.]
body_positive,the_body_is_not_an_apology,201907573156278_2670906312923046,https://www.facebook.com/201907573156278/posts/2670906312923046/,“Just like my mother  the systems of white supremacy demands forgiveness from Blacks even though white supremacists have done nothing to make amends nor have they even promised to stop their bad behavior. The abusers require submission and compliance.”  [image description: photograph of a person with brown skin and straight black hair looking somberly into the distance. Their hand is on their chin as they think. Behind them the sun can be seen streaming  though blurred  casting a glow over the scene. Source: Flickr.com/DioburtoPhotography]
body_positive,the_body_is_not_an_apology,201907573156278_2741455952534748,https://www.facebook.com/201907573156278/posts/2741455952534748/, [T]here was a dramatic shift after September 11. When I went into the stores  white shopkeepers would greet me with a genuine smile. When they asked   Can I help you?  they really meant it. They were suddenly okay with me ... Unfortunately  a new target had been created — those of Middle Eastern descent and those who presented as such.   [image description: Two Muslim women wearing hijab protest as part of a December 2014 Black Lives Matter rally in New York City. The woman on the left holds a sign reading “We Can’t Breathe ” referencing the NYPD murder of Eric Garner. Source: Flickr]
body_positive,the_body_is_not_an_apology,201907573156278_2721216674558676,https://www.facebook.com/201907573156278/posts/2721216674558676/,♥️👍♥️  “How dare a single mother  who is supposed to be self-sacrificing  feel that at some point in her life she should come first?”  [image description: The photograph shows a Black woman and a young Black girl. The woman is on the left. She has brown hair  her head is tilted to the left  and she is smiling with her eyes closed. The child is to the right. She has shoulder-length black hair and is wearing a gray top. She is kissing the woman on the cheek. There is blurred foliage in the background.]
body_positive,the_body_is_not_an_apology,201907573156278_2637380056275672,https://www.facebook.com/201907573156278/posts/2637380056275672/,“Whether it’s through the hypersexualization of women of color or the assumption of asexuality for people with disabilities  our many identities inform—and sometimes obscure—the path to discovering our place on the asexual spectrum  and it’s important that we acknowledge that and make space for this dialogue.”  [image description: An Asian person with light skin and a short bob haircut sits outdoors on some steps. They are wearing jeans  a dark jacket  and sneakers. A building is visible in the background. Source: Pexels.com]
body_positive,the_body_is_not_an_apology,201907573156278_2683638008316543,https://www.facebook.com/201907573156278/posts/2683638008316543/,We are very humbled to have our founder Sonya Renee Taylor s book The Body Is Not an Apology discussed alongside the work of bell hooks on this podcast <3
body_positive,the_body_is_not_an_apology,201907573156278_2713675105312833,https://www.facebook.com/201907573156278/posts/2713675105312833/, This Fathers’ Day  let’s celebrate our fathers of color for all their wisdom and perseverance  flawed and complicated as they (and all of us) are.   [image description: Photograph of a person carrying a baby on their back. The older person has brown skin  dark brown hair  and is wearing a purple shirt. The baby has brown skin  short dark hair  and is wearing a white shirt. They are outside on an urban street. Source: Pixabay]
body_positive,the_body_is_not_an_apology,201907573156278_2656602337686777,https://www.facebook.com/201907573156278/posts/2656602337686777/,Friends  we wanted to share with you a poem that one of our readers  Jessica Bombra  wrote after being inspired by our founder Sonya Renee Taylor s book The Body Is Not An Apology. She wanted us to share both her poem (her first ever! We are so honored) and the backstory behind it. We hope it resonates with you as you pursue your own journeys of radical self-love and healing! <3  (Content note: includes references to abuse  including childhood sexual abuse)   This Body of Mine...  By Jessica Bombra  This body of mine   Full of scars & imperfections.  It has felt pleasure. It has has felt pain. It has been loved. It has been abused. It has birthed children. It has nurtured. It has given pleasure. It has loved. It has comforted the dying. It has embraced in joy. It has mourned. It has celebrated.  It is perfectly imperfect   This body of mine.  --  Jessica s backstory:   I stumbled upon your book this summer in the airport in Omaha  NE of all places. I immediately picked it up  purchased it and read it. I just knew I had to. This past summer so many things happened in my life  I came to several realizations and this book played a huge role in those realizations. I grew up mostly in a single parent home with an addict mom (mostly alcohol but some drugs also)  had an addict father and step-father  had been molested as a small child and raped as a teen. I questioned my sexual identity for ages. Then grew up and chose men who have tried to change me and tell me I would be good if only...There’s always been something about me  about my body that wasn’t good enough for them. I started believing that at an early age. I’m nearly 50 now and am in a marriage that isn’t so great but I’m working on changing that. I’m working on taking care of myself and my children. I’m working on accepting and loving myself and taking charge of me. I’m also finally able to say  without doubt  that I identify as pan-sexual. I’m embracing my sexuality and becoming comfortable with who I am. So. Thank you. I’m so glad that I discovered your book. I’m so glad I discovered you.   Thank you so much  Jessica. <3
body_positive,the_body_is_not_an_apology,201907573156278_2701536029860074,https://www.facebook.com/201907573156278/posts/2701536029860074/,Friends  did you know we have our own merch? Shirts  hoodies  mugs  and tote bags are a click away! Apparel currently extends to a 3 or 4x depending on item. Thanks for supporting independent  queer  woman of color-run feminist media!  https://www.tvpmarket.com/collections/the-body-is-not-an-apology
body_positive,the_body_is_not_an_apology,201907573156278_2684496978230646,https://www.facebook.com/201907573156278/posts/2684496978230646/, [T]he definition of  home  has become something meant for bodies that do not look like us.   [image description: A black and white photo of a person’s face in 3/4 profile as they hold a cell phone to their ear. They have dark skin  short straight hair  and are wearing a hat and striped long-sleeved shirt. Source: Johnny Silvercloud)
body_positive,the_body_is_not_an_apology,201907573156278_2692139170799760,https://www.facebook.com/201907573156278/posts/2692139170799760/?substory_index=0,Our founder Sonya Renee Taylor had a great time sharing ideas with everyone at @un_blush in NYC! 💚 . . Posted @withrepost • @evyan.whitney #ad I’m so excited to be partnering with @un_blush which is raising awareness and smashing the stigma of HSDD (hypoactive sexual desire disorder). My own sexuality has gone through the ebbs and flows of different levels of desire and I’m so glad that more folks are shining a light on this important issue that effects so many of us.  The #unblush event in NYC was incredible  sensual  and so affirming. Really looking forward to sharing more with you very soon. . . #unblush #radicalselflove #sonyareneetaylor #thebodyisnotanapology #tbinaa . . [image description: Photo of Sonya Renee Taylor sharing a stage with Ev’Yan Whitney under a neon green “unblush” sign in front of lush green foliage. Both are sitting in dark blue velvet chairs and leaning in facing each other as they have a lively conversation.]
body_positive,the_body_is_not_an_apology,201907573156278_2737230509623959,https://www.facebook.com/201907573156278/posts/2737230509623959/,Your body simply is. 💚💚💚  “Stretch marks are normal  just another way our bodies work. Let’s not cover them up  or try in vain to treat them.”  [image description: A grey-scale photo of a person’s lower torso and thighs. They are wearing a white bikini bottom and have visible stretch marks. Source: PeacefulDumpling]
body_positive,the_body_is_not_an_apology,201907573156278_2644215912258753,https://www.facebook.com/201907573156278/posts/2644215912258753/,“Rather than fractioning pieces of myself off just for the sake of community  I try to create my own Ramadan gatherings with Muslims who share my values and/or my identity. Depending on where I’m living  this may mean it’s just me and one other Black Muslim or one other queer Muslim  but that’s something.”  [image description: Portrait of article author Samaa Abdurraqib. Samaa is pictured in a sepia-toned photograph smiling and looking to the side while wearing a jean jacket  striped black shirt  hijab  and glasses. She appears to be in front of a house.]
body_positive,the_body_is_not_an_apology,201907573156278_2639183696095308,https://www.facebook.com/201907573156278/posts/2639183696095308/,This tender long read provides healing wisdom into coping with some of the most challenging situations life throws at us  from painful breakups to family medical crises and mental health struggles. Whatever you’re going through  you’re not alone. And sometimes  sitting with your grief is the way through 💜  “I laughed  and it wasn’t a moment when I thought  ‘Everything is going to be okay.’ Because everything is never okay. But it was a moment when I didn’t have to push the pain out of my eyes to see. Maybe because I was no longer trying to wrestle my pain to the ground or outrun it.”  [image description: Photograph of a woman whose back is to the camera. She is watching the sun on the horizon as it skims the trees in the distance. Her head is tilted to the side. Everything is slightly blurry. The sun reflects off her plaid shirt.]
body_positive,the_body_is_not_an_apology,201907573156278_2656347024378975,https://www.facebook.com/201907573156278/posts/2656347024378975/,In honor of Mothers’ Day yesterday  we present to you the story of a mother who taught her daughter radical self-love and made an everlasting impact 🌷💗  “Was it exciting for you to be able to put into this child an acceptance  a love even  of her body? Because while at the time it was normal for me  I see now  39 years later what a gift it was. Now that there are three generations of dwarf women in our family  I like to think that our bodies are our birthright.”  [image description: Close-up of a parent’s hand holding the hand of their baby. On the baby’s hand is a red silk bracelet with gold and pink charms. The background is black. Source: Pexels]
body_positive,the_body_is_not_an_apology,201907573156278_2652659631414381,https://www.facebook.com/201907573156278/posts/2652659631414381/?substory_index=0,See you today  LA! 🌴☀️🌈 Posted @withrepost • @lalgbtcenter We are excited to have Sonya Renee Taylor (@sonyareneetaylor)  Lucy and La Mer (@lucyandlamer) Hir Bois (@hirbois)  Melanie Vesey (@melanievesey)  and DJ Sammi G (@samgarong) join us this Saturday for WXW! RSVP now at the link in bio! #LGBT #Lesbian #Gay #Bisexual #Transgender . . . [image description: flyer from the LA LGBT Center advertising WXW: By Women for Women. There is a pink and teal “W” with an overlay of Sonya’s headshot. She is wearing large gold disk earrings and a blue top and gazes at the camera with a subtle smile and a powerful countenance. Below her photo reads  “Featuring Sonya Renee Taylor.” There are illustrations of various people of different sizes  racial backgrounds  and genders around the text. In the top corners are the logos for WXW and the LA LGBT Center as well as the words “Saturday  May 11 | 2-6 P.M.”] . . . #wxw #lalgbtcenter #thebodyisnotanapology #radicalselflove
body_positive,the_body_is_not_an_apology,201907573156278_2649326288414382,https://www.facebook.com/201907573156278/posts/2649326288414382/?substory_index=0,Thanks so much for your support  @lorishortzamudiord! We love #NEDIC2019 and we love you  Toronto 🧡🧡🧡 Posted @withrepost • @lorishortzamudiord Sometimes in life there is someone’s work who changes your life. @thebodyisnotanapology changed my life and my work and possibly every cell in my body. I totally fan girled but ❤️❤️❤️❤️ . . . [image description: photo of The Body Is Not An Apology founder Sonya Renee Taylor speaking at the National Eating Disorder Information Centre (NEDIC) 2019 conference in Toronto  Canada. Sonya is at a podium next to a table and is wearing a black knee-length dress with white trim around the neck and sleeves. The sign on the front of the podium says “Radical UN Learning | NEDIC 2019”.]
body_positive,the_body_is_not_an_apology,201907573156278_2639066102773734,https://www.facebook.com/201907573156278/posts/2639066102773734/?substory_index=0,https://mailchi.mp/thebodyisnotanapology.com/we-have-been-raised-to-fear-the-yes-within-ourselves-our-deepest-cravings-let-tbinaa-teach-you-to-honor-your-yes Audre Lorde tells us   We have been raised to fear the YES within ourselves  our deepest cravings. ...   Let TBINAA teach you to honor your YES! [Image Description: Black and White photo of late Black woman activist  author  poet Audre Lorde.]
body_positive,the_body_is_not_an_apology,201907573156278_2743859255627751,https://www.facebook.com/201907573156278/posts/2743859255627751/?substory_index=0,Enroll in the #10ToolsIntensive today! 💜🌿💜 Posted @withrepost • @standinginourpower If you have ever asked yourself ANY of the following questions: * How would my life look different if I actually believed in myself? * After decades of body shame  is it even possible to love my body? * Does how I feel about my body really make a difference in the world? * The Tools are great but HOW do I use them?  SIGN UP TODAY for @sonyareneetaylor’s 10 Tools for Radical Self Love Intensive!  http://bit.ly/RadicalSelfLoveTools . . . [image description: photo of The Body Is Not An Apology founder Sonya Renee Taylor standing outside surrounded by tall thick green plants with sunlight and a rocky scape behind her. She is wearing a bright red  yellow  and blue patterned top with a gold belt  red pants  and large gold disk statement earrings. She looks to the side as if gazing out at the horizon.]
body_positive,the_body_is_not_an_apology,201907573156278_2640914949255516,https://www.facebook.com/201907573156278/posts/2640914949255516/?substory_index=0,Have you seen our latest newsletter? If not  there’s a link on our Facebook page. To give you just a little taste: . . “As Black lesbian womanist writer  poet  and activist Audre Lorde writes in ‘The Uses of the Erotic: The Erotic as Power’: ‘We have been raised to fear the yes within ourselves  our deepest cravings. ... The fear that we cannot grow beyond whatever distortions we may find within ourselves keeps us docile and loyal and obedient  externally defined  and leads us to accept many facets of our oppression...’ What are your deepest cravings for self-love? What distortions have you accepted as truths? Where do you need to resist how you have become docile  loyal  and obedient? What does it mean to pursue your own definition  your own LOVE?” . . Answering these questions is at the heart of our 10 Tools for Radical Self Love Intensive e-course. Collaborating with you to help you live your best  most authentic  joyous  unapologetic  FREE life is the work we’re drawn to. Come join us. 50% off with code LAUNCHLOVE. Link in comments  friends 💜💛💜 . . #thebodyisnotanapology #radicalselflove #radicalacceptance #radicalselfcare #effyourbeautystandards #blackgirlmagic #audrelorde #audrelordequotes #healingjourney #10toolsintensive #sonyareneetaylor #sonyarenee . . [image description: photo of a person with brown skin and reddish lipstick in front of a white background. They’re looking up toward the sky with their hand on their chin as if they’re in deep contemplation. They are wearing a leopard print scarf tied around their hair. Below them is the TBINAA logo with three pairs of legs in orange  blue  and green. Next to the legs reads  “Ten Tools for Radical Self Love Intensive | putting our radical self love tools to work | 4 week e-course”]
body_positive,the_body_is_not_an_apology,201907573156278_2642420932438251,https://www.facebook.com/201907573156278/posts/2642420932438251/,“Como artista queer de color que soy  sé lo importante que es para mí usar cualquier plataforma a la que consigo acceder para hablar de las injusticias que he visto y he experimentado  para hacer visibles las experiencias de personas y comunidades marginadas  y para crear espacios donde los argumentos históricamente silenciados puedan ser oídos.”  [Imagen de cabecera de Kia Chenelle Photography y Heidi Andrea Restrepo Rhodes: Dos fotos juntas. La foto de la izquierda es Candice Iloh. Está sentada con los codos en sus rodillas y sus manos están juntas  mirando a la cámara. La foto de la derecha es un retrato de Leah Lakshmi Piepzna-Samarasinha. También mira a la cámara.]
body_positive,the_body_is_not_an_apology,201907573156278_2650824531597891,https://www.facebook.com/201907573156278/posts/2650824531597891/,“At the same time that I was seeking to strengthen my connection to my Jewish culture and heritage  around the world there was a rise in antisemitism. People were hurt  even killed  for being Jewish. Others seemed to think nothing about spouting antisemitic hate  brandishing new forms of Nazi salutes  baring their hatred with pride.  Though most of those events were concentrated in Europe  for the first time in my life I felt scared of being Jewish.“  [image description: The photograph features a menorah sitting on a kitchen table  with three candles burning brightly as the others fade.]
body_positive,the_body_is_not_an_apology,201907573156278_2688330964513914,https://www.facebook.com/201907573156278/posts/2688330964513914/?substory_index=0,We are still enrolling for the #10ToolsIntensive! Come join us and step into summer with more joyful body freedom and #radicalselflove than you could have thought possible 💜🌞💙 Don’t forget code LAUNCHLOVE for 50% off the course! Click the link in our bio to learn more ✨ . . . #thebodyisnotanapology #tbinaa . . . [image description: Photo of a person with short  curly brown hair and facial hair looking upwards. They are standing in front of a white background and are wearing a light purple T-shirt under a bright blue cardigan. They are holding a multicolored scarf in one hand. Below them is The Body Is Not An Apology logo consisting of three pairs of orange  blue  and green legs. Next to the legs is written  “Ten Tools for Radical Self Love Intensive | putting our radical self love tools to work | 4 week e-course”]
body_positive,the_body_is_not_an_apology,201907573156278_2663553723658305,https://www.facebook.com/201907573156278/posts/2663553723658305/,All On-Board the Self-Love Train! Check out our newest newsletter - https://mailchi.mp/thebodyisnotanapology.com/all-on-board-the-self-love-train
body_positive,the_body_is_not_an_apology,201907573156278_2647722488574762,https://www.facebook.com/201907573156278/posts/2647722488574762/,Interested to learn more about our 10 Tools for Radical Self Love Intensive E-course? Check out this promo video featuring The Body Is Not An Apology founder and Radical Executive Officer Sonya Renee Taylor! Full transcript and link to the course in the comments. Take the next step on your radical self love journey today <3 Remember  you ll get 50% off with code LAUNCHLOVE!  https://www.youtube.com/watch?v=ihM0f5rz3sY&feature=youtu.be
body_positive,the_body_is_not_an_apology,201907573156278_2691508124196198,https://www.facebook.com/201907573156278/posts/2691508124196198/,“Soy no binarie en todas las formas en que me visto y me presento  y en todas las formas en que cambio mi cuerpo y mi aspecto para adaptarlos mejor a mi conciencia interna de mí misme.”  [Imagen de cabecera: La foto muestra una galería de arte en la que hay varias fotografías a gran tamaño en lienzo blanco mostrando varias caras con atributos tanto masculinos como femeninos. Empezando por la izquierda  el perfil de una cara de piel clara con pelo corto castaño rojizo. La siguiente imagen es una cara blanca masculina con una peluca rubia de corte bob y bigote negro. La siguiente foto es una cara blanca de presentación femenina con pelo corto castaño claro y bigote castaño  llevando una camisa rosa. La imagen a la derecha del todo es el perfil de una cara con presentación femenina y pelo largo negro. Hay una persona de presentación femenina de pie frente a la foto de la izquierda. Tiene pelo rizado oscuro y recogido en una coleta alta. Lleva jersey azul  vaqueros  y un pequeño bolso rojo.]
body_positive,the_body_is_not_an_apology,201907573156278_2645895472090797,https://www.facebook.com/201907573156278/posts/2645895472090797/?substory_index=0,May is #MentalHealthAwarenessMonth! You deserve to spend May healing your relationship to yourself and cultivating the precious gift of self-love. Tag a friend  partner  or other loved one you’d like to go on this radical self-love journey with  and join those who have already signed up for our 10 Tools for Radical Self Love Intensive online course. 50% off with code LAUNCHLOVE is still in effect! If you were looking for a sign to prioritize YOU  this is it ✨ Link in comments. . . . #thebodyisnotanapology #10toolsintensive #radicalselflove #radicalselfcare #selfcare #mentalhealthawareness #healingjourney #effyourbeautystandards #nodietday #masculinity #masculinityredefined . . . [image description: photograph of a person with short black hair wearing a backwards baseball cap  headphones around their neck  and sunglasses tucked into their red polo shirt. They are sitting against a pink wall. Beneath them is the TBINAA logo of three pairs of orange  blue  and green legs. Next to the legs is written  “Ten Tools for Radical Self Love Intensive | putting our radical self love tools to work | 4 week e-course”]
body_positive,the_body_is_not_an_apology,201907573156278_2705408439472833,https://www.facebook.com/201907573156278/posts/2705408439472833/,“Con tantas arengas a celebrar la diversidad en todas sus formas  ¿Por qué marginamos de la diversidad a quienes viven con una enfermedad mental?”  [image description: The photograph shows a black person with their eyes closed and their hand in front of their face.]
